Vc,f,ap,T,Kp,Ra,Rt,Fr,Tpº,RD,OEE_P,OEE_I,MTTc,MPROD,Cp,MO,ROI,TIR,TIRM,VPL,C_ENER,y
162.5,0.05,0.24,37.0,2.76,0.32,2.18,320.87,508.97,85.77,0.5351740062247288,0.985535837669602,212.11206531201955,125.95728343944154,166.44425442616455,0.009260390320449246,0.05601566249666614,0.7527446958582961,0.2903855022511375,12273040.909753172,108681.21544329892,CC6050
162.5,0.26,0.24,38.25,1.43,1.35,7.44,355.37,541.98,85.49,0.27539598665950754,0.9928001049239344,109.15106270026911,302.35751440517754,164.81688763314267,0.018947097421769768,0.2751188538457752,3.3843586986907774,0.49764703816076944,66440815.837018676,106322.79648102124,CC6050
162.5,0.16,0.09,50.0,1.45,0.87,4.56,331.38,567.99,86.43,0.36497560461978135,0.9927004879076043,144.65524929081982,243.1180660349913,165.0272815289873,0.017694752803647143,0.20659444085901799,2.562054769196927,0.45667728827923776,49499871.44988075,107136.0533916124,CC6050
162.5,0.16,0.39,46.0,1.87,0.95,4.16,357.54,579.76,84.87,0.36466294667359395,0.9920725446375306,144.53132973955118,242.90979788159862,165.04773084083686,0.017573030709304358,0.20499751640111194,2.5428911633672233,0.4555884866225454,49105071.88498612,107133.2148973078,CC6050
162.5,0.16,0.24,42.0,1.87,1.14,7.43,340.38,509.88,86.52,0.3642914325697704,0.9913263944626246,144.38408300682875,242.6623243812248,165.07207525970546,0.01742812345413436,0.2030999796006315,2.520120085322748,0.4542851209045906,48635953.4495509,107129.84207189063,CC6050
162.5,0.16,0.24,41.5,1.85,1.13,7.44,333.27,485.64,84.75,0.3642400174236212,0.9912231321102742,144.363705012548,242.6280756513412,165.07544828159686,0.017408045942875663,0.20283737279535496,2.516968713119667,0.4541039127327548,48571030.49596368,107129.37529469436,CC6050
162.5,0.16,0.24,42.5,1.89,1.12,7.45,336.29,482.65,85.59,0.36434165195667007,0.9914272552480783,144.40398707120795,242.69577659026552,165.06878160303503,0.017447728553363077,0.20335647897376177,2.523198165646779,0.4544619187619023,48699366.49354655,107130.29799327513,CC6050
162.5,0.16,0.24,41.0,1.85,1.14,7.44,335.37,490.85,84.42,0.36418736329582935,0.9911173813830285,144.3428359575057,242.59300160925335,165.07890357231494,0.017387478736220485,0.20256843779624198,2.513741399772767,0.4539181269910168,48504543.05499024,107128.89726928777,CC6050
162.5,0.16,0.24,42.25,1.83,1.13,7.46,332.27,493.23,85.17,0.3670306469259402,0.9913128840964274,145.4697493651749,240.8439559026074,165.08084903051497,0.017375898627887278,0.20097402252124744,2.494607849470968,0.4528122617241576,48110363.82270849,107154.71028472151,CC6050
100.0,0.1,0.15,62.0,2.55,0.13,1.18,340.22,502.82,64.39,0.52953543525565,0.9914591058829734,209.8772614543049,133.59469220515905,166.03802512902928,0.011678421851016427,0.07492560553118376,0.9811012753887632,0.32433009437171517,16948050.57927949,108630.02515123389,CC6050W
225.0,0.1,0.15,33.0,1.58,0.11,1.09,236.49,653.54,83.26,0.3917228452016543,0.988129610751465,155.2563105815959,222.4302443862406,165.34020883792158,0.015832090250466644,0.16911767320595025,2.112313046028534,0.4289530210181361,40234679.543121815,107378.88070811314,CC6050W
100.0,0.22,0.15,52.0,2.04,0.41,2.82,432.59,473.86,74.92,0.3940313342507506,0.9924224743413317,156.17126230619135,223.74106347591888,165.16595620471568,0.016869308305263838,0.18125912218247056,2.25801958677421,0.43847072153064004,43236348.6260844,107399.83854109957,CC6050W
225.0,0.22,0.15,30.5,1.32,0.72,3.52,240.32,633.72,83.54,0.24941044939036375,0.9918226082167093,98.85189660794944,318.87708583209496,164.8242912399722,0.018903028333498884,0.2894753559372068,3.5566376848047927,0.5050792330626845,69990101.30950856,106086.8843590369,CC6050W
100.0,0.1,0.33,63.0,3.17,0.34,2.44,451.47,475.23,68.88,0.5296324235215514,0.9915931361345787,209.91570200102814,133.61916104457555,166.02895671049987,0.011732400532738718,0.07528570479707951,0.9854380128879842,0.3249056746135578,17037076.10130124,108630.9056682453,CC6050W
225.0,0.1,0.33,30.0,1.85,0.09,0.66,244.18,569.33,85.65,0.39109575515961303,0.9869634748280128,155.00776830860266,222.07416663123595,165.38789903227268,0.015548220045995986,0.16581950648858604,2.072731907538913,0.4262660721125396,39419290.45034476,107373.18761272082,CC6050W
100.0,0.22,0.33,52.0,2.49,0.08,0.72,459.39,539.5,69.49,0.3940313342507506,0.9924224743413317,156.17126230619135,223.74106347591888,165.16595620471568,0.016869308305263838,0.18125912218247056,2.25801958677421,0.43847072153064004,43236348.6260844,107399.83854109957,CC6050W
